Pitcher Name,Pitch Type,PitcherThrows,RelSpeed,SpinRate,RelHeight,RelSide,Vertical Approach Angle (°),Extension,InducedVertBreak,Horizontal Break (in),ABS_Horizontal,ABS_RelSide,differential_break,Stuff+
"Miller, Garrett",TwoSeamFastBall,Right,82.43,1629.34,5.92,1.45,-8.71,5.82,10.51,11.97,11.97,1.45,1.4600000000000009,
"Miller, Gavin",ChangeUp,Left,79.47,1402.02,5.37,-1.12,-7.52,6.12,9.51,-9.5,9.5,1.12,0.009999999999999787,62.26982006418723
"Miller, Gavin",Curveball,Left,71.62,2269.17,5.59,-0.91,-8.95,4.97,0.68,12.43,12.43,0.91,11.75,63.34737462604827
"Miller, Gavin",Fastball,Left,84.62,2047.17,5.63,-0.81,-6.07,5.93,13.56,-3.06,3.06,0.81,10.5,102.30112311393928
"Miller, Gavin",Other,Left,72.95,2323.3,5.54,-1.04,-7.73,5.42,3.23,12.58,12.58,1.04,9.35,
"Miller, Gavin",Slider,Left,72.74,2331.06,5.52,-0.98,-8.87,5.3,-0.69,13.26,13.26,0.98,13.95,68.7010495844022
"Miller, Griffin",ChangeUp,Right,83.66,1640.55,6.07,1.51,-8.17,5.45,3.15,8.45,8.45,1.51,5.299999999999999,79.10628287840838
"Miller, Griffin",Curveball,Right,77.75,2910.46,6.0,1.8,-9.8,4.91,-11.1,-16.34,16.34,1.8,27.439999999999998,174.77561583637214
"Miller, Griffin",Fastball,Right,89.26,2108.26,5.85,1.81,-6.59,4.97,6.22,16.21,16.21,1.81,9.990000000000002,89.71945786296554
"Miller, Griffin",Sinker,Right,89.55,2083.56,6.07,1.76,-6.17,5.24,6.46,15.48,15.48,1.76,9.02,113.74866913900705
"Miller, Griffin",Slider,Right,77.53,2844.3,5.82,1.85,-9.74,4.32,-11.43,-17.0,17.0,1.85,28.43,76.34110349508197
"Miller, Griffin",Undefined,Right,83.47,2407.53,5.68,1.89,-7.94,4.48,1.11,0.27,0.27,1.89,0.8400000000000001,
"Miller, Harrison",Sinker,Right,85.94,2191.63,4.38,2.69,-5.69,5.73,2.38,19.91,19.91,2.69,17.53,83.94206747308507
"Miller, Harrison",Slider,Right,79.51,2196.93,4.32,2.86,-6.14,5.54,3.93,0.43,0.43,2.86,3.5,58.18397946071574
"Miller, Jay",ChangeUp,Right,77.65,1887.46,6.0,1.3,-8.25,5.71,3.71,11.51,11.51,1.3,7.8,89.20532167739638
"Miller, Jay",Cutter,Right,76.65,1877.74,6.11,0.99,-9.9,5.63,6.96,10.04,10.04,0.99,3.079999999999999,68.83095331660728
"Miller, Jay",Fastball,Right,88.98,2106.5,6.27,1.12,-5.53,5.83,18.25,12.16,12.16,1.12,6.09,78.48116973119998
"Miller, Jay",FourSeamFastBall,Right,89.56,2063.95,6.24,0.89,-5.48,5.7,16.79,13.06,13.06,0.89,3.7299999999999986,
"Miller, Jay",Slider,Right,80.42,2044.03,6.07,1.31,-8.13,5.64,3.64,-1.72,1.72,1.31,1.9200000000000002,58.05972772375919
"Miller, Jay",TwoSeamFastBall,Right,90.23,2099.32,6.34,0.95,-5.95,5.69,14.78,10.42,10.42,0.95,4.359999999999999,
"Miller, Jay",Undefined,Right,,,,,,,,,,,,
"Miller, Jess",ChangeUp,Right,76.0,1706.29,5.13,2.08,-7.21,6.34,9.67,17.51,17.51,2.08,7.840000000000002,65.41810643295508
"Miller, Jess",Curveball,Right,71.85,1977.3,5.31,1.94,-9.25,5.75,-6.64,-13.9,13.9,1.94,20.54,72.68025582438624
"Miller, Jess",Fastball,Right,84.68,2043.01,5.22,2.03,-6.07,6.32,10.1,19.24,19.24,2.03,9.139999999999999,88.45707866670256
"Miller, Jess",OneSeamFastBall,Right,,,,,,,,,,,,
"Miller, Jess",Slider,Right,74.53,2003.62,5.24,2.03,-8.97,5.95,-3.93,-6.62,6.62,2.03,10.55,67.31727882146342
"Miller, Jess",TwoSeamFastBall,Right,73.97,1856.92,5.15,1.76,-10.4,6.01,-4.85,-10.0,10.0,1.76,14.85,
"Miller, Kole",Fastball,Left,82.13,2021.58,5.52,-1.04,-7.6,5.38,16.99,-15.15,15.15,1.04,1.839999999999998,82.78195081453043
"Miller, Kole",Other,Left,,,,,,,,,,,,
"Miller, Kole",Slider,Left,67.56,1877.61,5.17,-1.42,-9.74,5.07,-2.44,9.24,9.24,1.42,11.68,56.28742185208535
"Miller, Kyle",ChangeUp,Right,80.18,1695.3,5.63,1.4,-6.95,5.73,8.5,18.2,18.2,1.4,9.7,74.86674523934707
"Miller, Kyle",Fastball,Right,88.36,2094.25,5.7,1.43,-5.72,5.3,13.51,16.9,16.9,1.43,3.389999999999999,72.04198815432365
"Miller, Kyle",Sinker,Right,88.46,2125.24,5.5,1.7,-6.3,5.22,10.84,20.0,20.0,1.7,9.16,68.54966102126112
"Miller, Kyle",Slider,Right,76.81,2217.96,5.82,1.24,-7.4,5.29,0.75,-3.84,3.84,1.24,3.09,53.5764893955198
"Miller, Kyle",Undefined,Right,86.02,2044.45,5.32,1.94,-5.78,5.53,8.77,12.98,12.98,1.94,4.210000000000001,
"Miller, Liam",ChangeUp,Left,75.53,1870.25,5.95,-1.71,-7.42,7.11,10.73,-8.35,8.35,1.71,2.380000000000001,73.96240946625271
"Miller, Liam",Fastball,Left,85.8,1995.41,5.92,-1.7,-6.29,6.58,14.79,-6.55,6.55,1.7,8.239999999999998,117.90584702047721
"Miller, Liam",Slider,Left,72.63,1757.96,5.86,-1.91,-9.48,6.38,5.23,8.97,8.97,1.91,3.74,74.47634883537809
"Miller, Max",Fastball,Left,90.73,2553.5,5.99,-0.78,-7.64,6.58,22.13,-6.04,6.04,0.78,16.09,169.08279191325894
"Miller, Max",Slider,Left,78.88,2834.25,5.88,-1.1,-8.79,5.92,1.0,6.33,6.33,1.1,5.33,86.50453462547068
"Miller, Nick",Undefined,Right,86.37,2146.3,5.82,2.16,-6.08,6.02,12.19,6.52,6.52,2.16,5.67,
"Miller, Nolan",ChangeUp,Right,83.06,1782.16,6.03,1.65,-6.98,6.91,17.21,8.56,8.56,1.65,8.65,77.5227520695966
"Miller, Nolan",Curveball,Right,66.64,2110.51,6.21,1.29,-12.87,6.39,-4.81,-6.3,6.3,1.29,11.11,69.54492298077537
"Miller, Nolan",Fastball,Right,86.33,1911.11,6.17,1.37,-6.67,6.93,17.81,8.62,8.62,1.37,9.19,77.18486657764963
"Miller, Perry",Curveball,Right,77.7,2438.29,5.88,0.68,-10.0,5.2,-6.47,-7.75,7.75,0.68,14.219999999999999,105.37156340552269
"Miller, Perry",Fastball,Right,89.4,2174.89,5.78,0.96,-5.24,5.59,17.98,1.5,1.5,0.96,16.48,161.556291792855
"Miller, Perry",FourSeamFastBall,Right,87.59,2122.97,5.81,0.75,-5.1,5.79,19.29,2.08,2.08,0.75,17.21,
"Miller, Perry",Slider,Right,82.39,2492.18,5.78,1.08,-8.02,5.09,0.57,-7.3,7.3,1.08,6.7299999999999995,81.28808059268601
"Miller, Peyton",Undefined,Right,84.92,2164.66,4.98,2.16,-5.58,5.77,9.3,4.63,4.63,2.16,4.670000000000001,
"Miller, Reese",Fastball,Right,87.97,2288.12,5.07,3.39,-5.76,6.14,5.6,17.56,17.56,3.39,11.959999999999999,111.77433486386971
"Miller, Reese",Slider,Right,78.72,3076.72,4.74,3.54,-6.77,5.59,6.42,-22.23,22.23,3.54,15.81,108.48725017333518
"Miller, Ryan",Curveball,Right,72.45,2113.96,6.38,0.14,-10.72,5.27,-9.61,-4.26,4.26,0.14,13.87,63.18347625749896
"Miller, Ryan",Fastball,Right,88.45,2193.68,6.32,0.29,-5.42,6.07,20.66,7.11,7.11,0.29,13.55,126.62533284561528
"Miller, Ryan",Slider,Right,78.7,2133.14,6.21,0.56,-8.85,5.6,0.93,-4.25,4.25,0.56,3.32,77.28050580040944
"Miller, Trevor",Curveball,Right,76.39,2119.09,6.43,0.58,-9.69,6.06,3.12,-3.35,3.35,0.58,0.22999999999999998,75.58070473016598
"Miller, Trevor",Fastball,Right,87.5,2074.3,6.4,0.58,-6.54,6.32,19.01,11.05,11.05,0.58,7.960000000000001,58.83770231974752
"Miller, Trey",ChangeUp,Right,77.74,1929.28,5.91,1.27,-8.1,4.88,6.29,16.36,16.36,1.27,10.07,90.99308532248668
"Miller, Trey",Curveball,Right,76.3,2094.67,5.82,1.27,-9.98,4.51,-8.17,-5.43,5.43,1.27,13.6,83.8366740616864
"Miller, Trey",Cutter,Right,83.75,2032.09,5.81,1.23,-7.29,4.99,6.15,-0.29,0.29,1.23,5.86,78.97742396682051
"Miller, Trey",Fastball,Right,88.7,1843.94,5.86,1.08,-6.89,4.81,7.85,16.58,16.58,1.08,8.729999999999999,103.05402075877109
"Miller, Trey",Sinker,Right,88.45,1918.95,5.93,1.12,-7.0,5.05,8.34,16.44,16.44,1.12,8.100000000000001,78.67846470828079
"Miller, Trey",Slider,Right,77.43,2007.28,5.79,1.31,-8.4,4.54,-0.34,-7.19,7.19,1.31,7.53,77.63696093990436
"Miller, Trey",Undefined,Right,83.67,1853.27,5.82,2.15,-7.58,4.75,4.65,7.5,7.5,2.15,2.8499999999999996,
"Miller-Green, Lyle",ChangeUp,Right,84.34,2211.57,5.61,2.77,-7.12,6.7,6.7,12.31,12.31,2.77,5.61,78.59039148860208
"Miller-Green, Lyle",Curveball,Right,81.06,2367.96,5.93,2.24,-8.86,5.9,-7.87,-5.29,5.29,2.24,13.16,122.17439306910191
"Miller-Green, Lyle",Cutter,Right,85.48,2654.18,5.75,2.48,-7.68,5.9,1.31,-1.13,1.13,2.48,0.18000000000000016,87.64575639849447
"Miller-Green, Lyle",Fastball,Right,90.79,2368.19,5.67,2.46,-5.61,6.47,13.0,15.2,15.2,2.46,2.1999999999999993,100.12325982732999
"Miller-Green, Lyle",Sinker,Right,90.52,2344.08,5.78,2.57,-6.23,6.38,11.29,15.26,15.26,2.57,3.9700000000000006,59.21860093711378
"Miller-Green, Lyle",Slider,Right,84.64,2554.2,5.75,2.44,-7.79,5.96,1.68,-0.62,0.62,2.44,1.06,111.08495236993559
"Millikan, Noah",Curveball,Right,75.99,2442.16,6.05,1.6,-9.43,6.07,-10.88,-10.16,10.16,1.6,21.04,91.82334308310706
"Millikan, Noah",Cutter,Right,84.84,2286.54,5.9,1.87,-5.47,6.33,14.62,0.34,0.34,1.87,14.28,77.7534293684914
"Millikan, Noah",Fastball,Right,87.51,2227.22,6.01,1.53,-5.49,6.98,17.34,7.26,7.26,1.53,10.08,119.35940092515563
"Millikan, Noah",Slider,Right,81.23,2340.82,5.97,1.65,-7.61,6.27,2.32,-5.54,5.54,1.65,3.22,72.1845188995443
"Mills, Austin",ChangeUp,Right,82.54,2147.65,6.16,1.55,-7.92,4.54,10.01,21.16,21.16,1.55,11.15,72.27800297955412
"Mills, Austin",Curveball,Right,82.02,2210.74,6.09,1.48,-8.13,4.3,8.86,21.83,21.83,1.48,12.969999999999999,160.00692285732563
"Mills, Austin",Fastball,Right,88.89,2362.56,6.25,1.38,-6.5,4.81,12.52,12.96,12.96,1.38,0.4400000000000013,83.1551006764353
"Mills, Austin",FourSeamFastBall,Right,89.04,2482.38,6.77,1.6,-6.53,5.95,17.47,14.01,14.01,1.6,3.459999999999999,
"Mills, Austin",Other,Right,,,,,,,,,,,,
"Mills, Austin",Slider,Right,84.04,2559.74,6.15,1.56,-7.82,4.64,1.37,2.81,2.81,1.56,1.44,103.48811807721407
"Mills, Austin",Splitter,Right,84.9,,6.15,1.77,-7.23,4.85,3.88,3.39,3.39,1.77,0.48999999999999977,
"Mills, Carter",ChangeUp,Left,78.78,1780.56,5.3,-1.46,-8.18,5.31,0.73,-8.21,8.21,1.46,7.48,74.03446848915519
"Mills, Carter",Fastball,Left,85.44,2218.2,5.62,-1.21,-5.64,5.66,14.69,-11.4,11.4,1.21,3.289999999999999,70.73414269035399
"Mills, Carter",Slider,Left,75.61,2622.97,5.33,-1.55,-8.06,5.13,-3.66,11.52,11.52,1.55,15.18,60.051503597183434
"Mills, Carter",Undefined,Left,75.34,2052.15,6.34,1.62,-8.46,5.25,18.7,13.86,13.86,1.62,4.84,
"Millsap, Colten",ChangeUp,Right,73.42,2069.09,6.1,1.82,-8.61,5.51,6.19,2.55,2.55,1.82,3.6400000000000006,160.71814390011485
"Millsap, Colten",Fastball,Right,78.2,1944.85,6.14,1.58,-6.28,6.27,18.94,8.09,8.09,1.58,10.850000000000001,83.71956954098188
"Millsap, Colten",Slider,Right,71.88,1370.34,6.05,1.89,-7.53,5.64,6.92,4.16,4.16,1.89,2.76,68.29772507750718
"Millsap, Gunner",Fastball,Left,80.81,1860.29,6.4,-1.31,-6.78,6.24,11.09,1.34,1.34,1.31,9.75,64.7742743679527
"Millsap, Zack",ChangeUp,Right,82.23,1898.61,5.72,1.2,-7.53,5.44,4.74,10.43,10.43,1.2,5.6899999999999995,76.48715056974551
"Millsap, Zack",Curveball,Right,77.34,2534.18,5.7,1.41,-9.65,4.77,-8.35,-9.12,9.12,1.41,17.47,81.97285565656883
"Millsap, Zack",Cutter,Right,87.8,2353.9,5.87,1.42,-3.76,5.37,15.42,3.26,3.26,1.42,12.16,76.89258424944866
"Millsap, Zack",Fastball,Right,87.16,2342.2,5.7,1.36,-5.43,5.65,14.1,11.0,11.0,1.36,3.0999999999999996,90.68881960044841
"Millsap, Zack",FourSeamFastBall,Right,86.5,2409.24,5.71,1.62,-3.57,5.89,15.63,8.12,8.12,1.62,7.510000000000002,
"Millsap, Zack",Sinker,Right,87.46,2320.35,5.69,1.57,-6.61,5.38,6.88,17.18,17.18,1.57,10.3,116.65477630105177
"Millsap, Zack",Slider,Right,78.73,2419.41,5.64,1.34,-8.71,4.91,-0.72,-5.02,5.02,1.34,5.739999999999999,66.03849569300735
"Millsap, Zack",TwoSeamFastBall,Right,87.23,2301.01,5.67,1.3,-5.83,5.72,11.41,15.68,15.68,1.3,4.27,
"Milner, Beck",Curveball,Right,73.92,2363.61,6.37,2.48,-9.89,4.52,-11.48,-16.93,16.93,2.48,28.41,77.8591743665202
"Milner, Beck",Fastball,Right,89.29,2034.18,6.38,2.55,-5.88,5.08,18.27,9.65,9.65,2.55,8.62,97.16723308325685
"Milner, Beck",FourSeamFastBall,Right,90.2,2090.78,6.63,2.54,-6.54,4.99,18.27,7.72,7.72,2.54,10.55,
"Milner, Beck",Slider,Right,82.32,2258.44,6.41,2.54,-7.93,4.67,2.39,-4.95,4.95,2.54,2.56,69.03878224562054
"Milner, Matt",ChangeUp,Right,83.45,1245.68,5.86,1.92,-7.4,6.34,5.85,5.13,5.13,1.92,0.7199999999999998,78.70018103192237
"Milner, Matt",Curveball,Right,78.4,2052.16,6.16,1.54,-8.91,5.77,-2.4,-4.83,4.83,1.54,7.23,113.83937629843616
"Milner, Matt",Fastball,Right,89.0,1953.65,6.02,1.55,-5.98,6.6,16.35,7.28,7.28,1.55,9.07,83.27804983354294
"Milner, Matt",Slider,Right,81.95,1876.75,5.89,1.72,-8.02,6.06,5.54,-2.71,2.71,1.72,2.83,61.72942144783524
"Mimbs, Hudson",ChangeUp,Right,79.32,1854.3,5.08,2.11,-7.62,5.3,4.05,12.97,12.97,2.11,8.920000000000002,99.50844591336062
"Mimbs, Hudson",Curveball,Right,76.23,2836.25,5.39,2.01,-9.56,4.84,-13.99,-16.16,16.16,2.01,30.15,102.59343038398505
"Mimbs, Hudson",Fastball,Right,88.25,1867.79,5.27,2.05,-5.95,5.74,8.87,16.61,16.61,2.05,7.74,63.77365046378309
"Mimbs, Hudson",FourSeamFastBall,Right,89.48,2048.09,5.18,1.89,-5.28,5.52,13.17,15.53,15.53,1.89,2.3599999999999994,
"Mimbs, Hudson",Sinker,Right,87.82,2005.95,5.37,2.07,-4.95,5.23,10.79,18.11,18.11,2.07,7.32,85.70846861178207
"Mimbs, Hudson",Slider,Right,79.05,2489.2,5.17,2.02,-8.12,5.27,-6.07,-9.07,9.07,2.02,15.14,59.81005379045978
"Mimbs, Hudson",TwoSeamFastBall,Right,88.75,1972.87,5.11,2.01,-5.98,5.55,7.57,18.0,18.0,2.01,10.43,
"Minchey, Kobe",ChangeUp,Right,79.12,1742.61,5.27,2.25,-6.81,5.41,5.45,18.28,18.28,2.25,12.830000000000002,82.80822547137308
"Minchey, Kobe",Fastball,Right,91.28,2213.8,5.16,2.04,-5.28,5.71,10.91,6.65,6.65,2.04,4.26,92.62708948573615
"Minchey, Kobe",Slider,Right,83.91,2208.66,5.33,2.2,-6.23,5.14,4.39,-1.07,1.07,2.2,3.3199999999999994,83.39113845882538
"Minckler, Ryan",ChangeUp,Right,80.79,2116.17,5.32,1.95,-6.62,5.96,11.49,16.03,16.03,1.95,4.540000000000001,67.64294680731938
"Minckler, Ryan",Curveball,Right,78.36,2087.82,5.45,1.7,-7.0,5.73,-3.35,-6.02,6.02,1.7,9.37,187.5286510047194
"Minckler, Ryan",Fastball,Right,89.14,2257.46,5.66,1.61,-4.85,6.24,18.33,12.04,12.04,1.61,6.289999999999999,76.11015728698855
"Minckler, Ryan",FourSeamFastBall,Right,91.13,2277.52,5.65,1.44,-5.11,5.77,16.66,12.97,12.97,1.44,3.6899999999999995,
"Minckler, Ryan",Sinker,Right,89.14,2148.95,5.75,1.45,-4.92,5.87,14.8,11.11,11.11,1.45,3.6900000000000013,74.77829325923267
"Minckler, Ryan",Slider,Right,79.32,2133.17,5.41,1.82,-7.73,6.02,-0.28,-0.82,0.82,1.82,1.1,70.57117141053656
"Minckler, Ryan",Splitter,Right,76.8,758.99,5.64,1.47,-7.55,6.1,1.49,5.16,5.16,1.47,3.67,
"Mindel, Aiden",ChangeUp,Right,73.36,2440.54,5.55,3.21,-8.51,4.47,5.76,2.6,2.6,3.21,3.1599999999999997,79.78123049768332
"Mindel, Aiden",Fastball,Right,80.35,2228.05,5.77,2.5,-6.23,5.3,19.14,10.29,10.29,2.5,8.850000000000001,105.92641839964469
"Mindel, Aiden",Slider,Right,73.66,2452.49,5.6,3.22,-8.18,4.41,5.49,-1.83,1.83,3.22,3.66,50.24950425670275
"Miner, Jace",ChangeUp,Left,80.44,1667.43,4.96,-2.95,-6.79,5.94,4.5,-8.91,8.91,2.95,4.41,59.80526135106502
"Miner, Jace",Fastball,Left,87.59,1917.38,5.2,-2.67,-5.93,6.14,8.16,-13.31,13.31,2.67,5.15,60.68170265079252
"Miner, Jace",Other,Left,,,,,,,,,,,,
"Miner, Jace",Sinker,Left,86.58,1916.35,4.89,-3.19,-6.14,5.95,4.58,-14.51,14.51,3.19,9.93,70.19864725525913
"Miner, Jace",Slider,Left,76.69,1912.54,5.19,-2.88,-7.7,5.52,4.32,5.59,5.59,2.88,1.2699999999999996,62.12344725172472
"Mink, Hunter",ChangeUp,Right,84.34,1007.2,5.46,1.88,-7.31,6.02,1.33,10.76,10.76,1.88,9.43,119.00519388426387
"Mink, Hunter",Curveball,Right,80.08,2413.35,5.53,1.69,-9.1,5.9,-13.17,-8.07,8.07,1.69,21.240000000000002,112.22423209158454
"Mink, Hunter",Fastball,Right,90.47,2187.03,5.52,1.69,-4.59,6.6,16.72,8.37,8.37,1.69,8.35,116.22760417040064
"Mink, Hunter",Slider,Right,83.66,2305.47,5.45,1.82,-6.87,6.05,6.91,-4.4,4.4,1.82,2.51,76.79928397125107
"Mink, Hunter",Splitter,Right,82.35,1026.45,5.69,1.84,-8.05,6.14,2.9,11.69,11.69,1.84,8.79,
"Mink, Tanner",ChangeUp,Right,84.79,1652.04,5.03,1.69,-6.05,6.1,7.47,9.83,9.83,1.69,2.3600000000000003,61.283223600731006
"Mink, Tanner",Curveball,Right,79.65,2459.83,4.87,1.8,-7.84,5.9,-6.79,-8.54,8.54,1.8,15.329999999999998,116.78324943543174
"Mink, Tanner",Cutter,Right,86.45,2420.01,4.99,1.55,-7.29,6.26,4.02,5.13,5.13,1.55,1.1100000000000003,102.29612363794625
"Mink, Tanner",Fastball,Right,87.91,2232.88,5.04,1.74,-4.89,6.29,12.32,8.69,8.69,1.74,3.630000000000001,119.753698853339
"Mink, Tanner",Slider,Right,80.02,2572.96,4.83,1.88,-7.51,5.83,-5.1,-8.2,8.2,1.88,13.299999999999999,75.73706374289124
"Minor, Chase",ChangeUp,Right,88.85,1958.01,5.48,1.07,-4.77,5.67,12.67,6.38,6.38,1.07,6.29,72.11029718448594
"Minor, Chase",Curveball,Right,76.3,2103.25,5.57,1.17,-9.93,5.1,-5.78,-5.47,5.47,1.17,11.25,82.17773571192639
"Minor, Chase",Fastball,Right,90.48,2272.98,5.7,1.12,-4.82,5.72,16.3,10.94,10.94,1.12,5.360000000000001,72.52342825495047
"Minor, Chase",Slider,Right,79.78,2223.74,5.69,1.26,-8.01,5.24,2.18,-5.8,5.8,1.26,3.6199999999999997,67.34111602902628
"Minshew, Lawson",Curveball,Right,75.55,2218.57,6.27,1.67,-10.62,5.27,-7.52,-7.2,7.2,1.67,14.719999999999999,59.80386668795168
"Minshew, Lawson",Cutter,Right,87.72,1879.07,6.38,1.56,-5.74,5.52,15.52,3.35,3.35,1.56,12.17,79.2083058707831
"Minshew, Lawson",Fastball,Right,87.83,1843.3,6.37,1.54,-6.15,5.8,16.67,5.56,5.56,1.54,11.110000000000003,79.27617526314326
"Minshew, Lawson",Slider,Right,77.9,2300.77,6.18,1.84,-8.74,5.15,-3.29,-5.44,5.44,1.84,8.73,69.78139180796936
"Mintz, Ryan",ChangeUp,Right,82.06,1375.83,4.53,1.61,-6.95,5.79,0.18,8.18,8.18,1.61,8.0,91.4623511511511
"Mintz, Ryan",Curveball,Right,75.45,1426.45,4.88,1.42,-7.34,5.56,-0.63,-12.53,12.53,1.42,13.16,82.58761022730027
"Mintz, Ryan",Fastball,Right,88.76,2076.82,4.58,1.52,-5.48,6.07,4.89,17.93,17.93,1.52,13.04,80.16567886293103
"Mintz, Ryan",Slider,Right,78.19,1505.84,4.57,1.56,-7.64,5.77,-2.37,-8.5,8.5,1.56,10.870000000000001,61.70644002057756
"Mintz, Ryan",Splitter,Right,83.32,1389.74,4.44,1.86,-7.17,6.18,-1.84,12.95,12.95,1.86,14.79,
"Mintz, Ryan",Undefined,Right,,,,,,,,,,,,
"Miralia, John",Curveball,Left,75.54,2447.86,6.72,-3.71,-9.19,5.17,-9.87,9.21,9.21,3.71,19.08,56.395114237284126
"Miralia, John",Fastball,Left,90.4,2399.65,6.86,-3.46,-6.22,6.04,19.17,-4.57,4.57,3.46,14.600000000000001,179.11514812807624
"Miralia, John",FourSeamFastBall,Left,88.79,2497.6,6.72,-3.56,-7.7,6.34,18.03,-3.53,3.53,3.56,14.500000000000002,
"Miralia, John",Slider,Left,75.6,2511.96,6.7,-3.67,-9.91,5.25,-8.44,11.51,11.51,3.67,19.95,64.83261643903732
"Miramontes, EJ",ChangeUp,Left,81.82,1601.0,6.08,-2.49,-7.67,5.39,7.74,-8.79,8.79,2.49,1.049999999999999,80.23552392009343
"Miramontes, EJ",Fastball,Left,87.84,2151.49,6.34,-2.48,-7.24,5.21,14.42,-5.9,5.9,2.48,8.52,126.84824851891598
"Miramontes, EJ",Slider,Left,78.42,2028.65,5.99,-2.69,-9.21,4.81,-4.53,2.22,2.22,2.69,6.75,55.42353059915144
"Miramontes, EJ",Undefined,Left,,,,,,,,,,,,
"Miranda, Agnel",ChangeUp,Right,84.45,1710.4,5.64,2.61,-5.0,7.18,10.78,11.15,11.15,2.61,0.370000000000001,70.2133414749894
"Miranda, Agnel",Curveball,Right,77.53,2507.12,5.97,2.24,-8.14,6.88,-1.39,-13.61,13.61,2.24,15.0,121.04357866123124
"Miranda, Agnel",Fastball,Right,91.5,2271.88,5.99,2.13,-5.58,7.69,16.74,9.13,9.13,2.13,7.609999999999998,177.57731329988152
"Miranda, Agnel",Slider,Right,82.4,2358.41,5.81,2.48,-7.5,6.92,6.21,-6.49,6.49,2.48,0.28000000000000025,83.21313052596376
"Miranda, Evan",ChangeUp,Right,79.6,1660.07,5.83,1.76,-5.51,6.56,15.23,13.19,13.19,1.76,2.040000000000001,76.24141875295714
"Miranda, Evan",Curveball,Right,75.67,2147.42,5.87,1.85,-9.12,5.82,1.38,-13.12,13.12,1.85,11.739999999999998,63.16173237655256
"Miranda, Evan",Fastball,Right,89.85,2057.32,5.98,1.85,-5.2,6.12,17.03,5.9,5.9,1.85,11.13,84.36523423172912
"Miranda, Evan",FourSeamFastBall,Right,87.76,1971.55,6.24,1.55,-5.01,6.38,20.5,7.17,7.17,1.55,13.33,
"Miranda, Evan",Slider,Right,76.49,2186.39,5.83,1.83,-8.58,6.06,-0.38,-10.92,10.92,1.83,11.3,61.5160607382228
"Mishoulam, Aaron",ChangeUp,Right,82.7,1864.49,5.93,1.81,-8.05,6.39,3.53,12.45,12.45,1.81,8.92,73.62606824617065
"Mishoulam, Aaron",Fastball,Right,88.71,2172.24,5.96,1.73,-6.39,6.21,9.76,13.7,13.7,1.73,3.9399999999999995,68.83830938509492
"Mishoulam, Aaron",Other,Right,,,,,,,,,,,,
"Mishoulam, Aaron",Sinker,Right,88.73,2175.74,5.85,1.84,-6.29,6.12,9.22,16.29,16.29,1.84,7.0699999999999985,116.45568071536098
"Mishoulam, Aaron",Slider,Right,78.55,2335.72,6.29,1.7,-8.43,5.68,4.58,-7.38,7.38,1.7,2.8,99.43197057401602
"Mishra, Rohan",ChangeUp,Left,72.86,1295.57,5.15,-2.41,-8.73,5.16,3.61,-17.78,17.78,2.41,14.170000000000002,123.26331902768824
"Mishra, Rohan",Fastball,Left,82.79,2300.87,5.66,-2.04,-5.8,5.15,12.29,-14.69,14.69,2.04,2.4000000000000004,39.7886289057896
"Mishra, Rohan",Slider,Left,68.81,2354.03,5.26,-2.35,-9.0,4.56,0.31,6.7,6.7,2.35,6.390000000000001,68.749563640744
"Miskelly, Collin",ChangeUp,Left,77.94,1038.31,5.88,-1.43,-7.54,5.27,5.42,-10.16,10.16,1.43,4.74,81.05756763592538
"Miskelly, Collin",Curveball,Left,75.54,2119.44,6.02,-1.13,-9.77,5.07,-15.85,2.62,2.62,1.13,18.47,76.07322046923126
"Miskelly, Collin",Cutter,Left,80.71,2310.94,5.99,-1.16,-9.14,5.02,-2.89,6.16,6.16,1.16,9.05,74.18665763439127
"Miskelly, Collin",Fastball,Left,88.94,2128.47,6.02,-1.12,-5.02,5.63,19.57,-6.24,6.24,1.12,13.33,76.0869160132009
"Miskelly, Collin",Slider,Left,80.89,2372.69,5.99,-1.21,-8.43,5.07,-0.68,6.87,6.87,1.21,7.55,73.93973347589454
"Misla, Luis Tyler",Curveball,Left,75.24,2843.24,5.77,-2.11,-9.73,4.66,-10.28,11.61,11.61,2.11,21.89,102.9939372639633
"Misla, Luis Tyler",Fastball,Left,87.33,2481.17,5.89,-1.96,-5.74,5.43,15.03,-5.18,5.18,1.96,9.85,112.24867246383442
"Misla, Luis Tyler",Undefined,Left,80.96,2671.64,5.87,-1.92,-7.92,4.98,1.38,3.48,3.48,1.92,2.1,
"Miszuk, Nick",ChangeUp,Left,74.78,1459.64,4.73,-3.03,-7.12,5.15,-2.27,-14.41,14.41,3.03,16.68,78.301870833181
"Miszuk, Nick",Fastball,Left,81.56,2033.73,4.6,-3.02,-5.64,5.3,4.48,-16.79,16.79,3.02,12.309999999999999,58.73867056496057
"Mitchell, Cade",ChangeUp,Left,82.72,1906.58,5.45,-1.76,-6.31,6.06,13.13,-15.26,15.26,1.76,2.129999999999999,65.44401078659718
"Mitchell, Cade",Fastball,Left,85.27,1995.26,5.53,-1.66,-6.15,5.94,14.96,-11.98,11.98,1.66,2.9800000000000004,65.01975346774526
"Mitchell, Cade",Slider,Left,76.61,1898.92,5.4,-1.82,-8.87,5.62,-7.25,3.43,3.43,1.82,10.68,50.84996691940113
